assists_per_game,assists_per_game_allowed,blocks_per_game,blocks_per_game_against,field_goal_percentage,field_goal_percentage_allowed,free_throw_percentage,free_throw_percentage_allowed,losses,offensive_rebounds_per_game,offensive_rebounds_per_game_allowed,pf_per_game,pf_per_game_allowed,ppg,ppg_allowed,rebounds_per_game,rebounds_per_game_allowed,steals_per_game,steals_per_game_allowed,three_point_percentage,three_point_percentage_allowed,turnovers_per_game,turnovers_per_game_against,wins,won_tournament
16,10.9,4.6,3.4,46.9,38.5,65.4,67.8,11,10,8.9,18.6,17.6,65,57.2,34.8,27.7,5.1,6.1,37.5,32.2,14.7,12.1,22,0
18.4,13.5,4.5,4,49.9,41.5,71.2,66.6,6,12.4,9.7,17.1,20.8,85.7,68.6,40.9,32.3,8.1,7.5,35.8,33.7,13.6,15.8,28,0
12.6,10.6,4.4,3.5,45.7,41.6,65.7,69.6,10,12.5,9.9,20.3,20.6,77,71.2,39.9,34.3,6.6,6.5,37,36.1,15.7,15.7,23,0
16.7,13.3,4.4,2.6,48.4,40.9,75.5,72.3,4,10.2,10.5,16.8,17.5,77.4,67.5,38.2,31.6,5.4,5.9,40.6,31.4,13.1,11.5,28,0
13.9,12.6,2.8,3.7,47.9,43.8,65.9,70.5,8,12.3,10.6,20.5,22.9,78,72.4,37.9,32.9,7.1,6.5,38.8,33.3,16.8,16.6,25,0
13.3,14.7,1.6,3.3,41.8,46.8,73.1,68,11,12.8,9.6,17.3,20.6,75.8,74.5,38.3,34.6,6.4,6.1,34.3,35.8,13.4,13.6,22,0
17.3,14.3,3.4,3.7,45.9,41.7,74.3,68.7,7,11,10.4,18.2,19.9,81,68,38.4,34.1,8.5,6.6,39,34,12.8,14.8,24,0
14.9,12.5,5.6,2.5,47.2,40.4,70.3,68.5,3,10.3,9.2,13.7,17.8,74.5,62,35.7,32.7,6.8,5,36.1,33.6,11.3,13.2,30,0
14.6,12,3.5,3,43.1,41.2,72.5,65.8,8,10.7,8.6,18.8,19.2,69.4,62,36.8,32.5,7.6,5.2,34.6,33.5,12.1,14.3,24,0
13.5,10.4,4.5,2.3,46.6,41.8,71.1,70.4,10,9.6,8.8,17.7,20.5,71.8,64.9,35.4,31.1,6.2,5.7,36.2,32.3,14.9,13.7,23,0
13.9,12.3,2,4.1,45.2,43.9,76.1,68.5,7,10.2,9.7,16.3,18,75.9,66.2,34.4,32.4,6.9,5.7,39,31.6,12.4,14.6,26,0
17.4,12.7,3,3.3,48.8,43.4,66.3,69.8,8,8.9,9.8,18.5,20,74.1,67.7,33.1,33.3,8.5,7.1,36.2,35.9,13.7,15.8,22,0
17.5,12,3.6,2.9,47.2,40.7,66.1,72.7,7,10.3,9.2,16.5,18,71.3,62.8,35.9,31.3,5.2,5.1,38.2,30.9,11.6,11.8,27,0
13.7,12.6,2.6,3.9,46,42.5,67.8,69.7,11,9.9,9,19.8,18.7,69.9,63.4,33,31.8,7.9,7,35.7,32.7,13.9,16.3,21,0
11.5,9.4,3.2,2.5,44.8,41.8,69.3,69.9,6,8.4,6.4,20.3,19.6,62.9,56.2,29.7,28.5,6.5,6.5,36.8,33.9,13.6,15.2,27,0
14.8,11.2,5.9,2.5,44.8,41.4,68.2,69.7,12,11.4,8.8,18.3,18.6,69.5,67.1,38.5,32.6,4.6,8.2,34.9,33.7,14.7,11.4,18,0
15.6,14.5,3.1,4.3,44.8,45.7,65.3,72.8,10,12.3,10.7,20.1,20.5,80.9,75.1,35.7,37,9.6,6.3,36.5,34.8,13.9,17.7,22,0
13.9,14.1,5.6,3.2,44.5,41.1,73.6,68.9,9,12.6,11.4,17.5,20.4,81.7,72.2,39.7,37.5,7.5,5.8,38.9,36,12.3,14.1,24,0
17.4,11,3.3,2.9,49.8,37.5,71.6,70.8,6,8.7,9.1,19.5,19.8,75.6,59.4,35.8,30.7,6.6,4.7,42.2,29.4,12.1,14.4,25,0
18,13.3,2.9,2.7,52.2,43.5,70.7,70.4,6,10,9.4,19.1,21.1,79.2,69.8,35.5,30,7.8,7.6,40.2,35,16.1,15.8,26,0
13.3,12.8,1.8,2.7,45.3,46.1,73.9,67.5,12,7.8,10.4,17.4,19.4,71.7,69.1,30.9,35.6,6.8,5.2,41.2,34.3,11.5,15.2,21,0
14.4,11.9,3.2,2.8,47.7,42.8,66.6,69.4,5,9.3,8.1,16.6,17.4,71.4,59.9,32.8,30.4,7.5,5.1,37.1,35.4,12,15.2,26,0
14.8,11.6,5.3,2.6,44.5,42.8,71.6,70.6,6,10.6,10,18.2,18.4,74.9,66.8,34.9,35.3,7.8,4.9,36,33.8,10.8,15.1,28,0
12.8,11.5,4,2.8,47.6,39,71.5,70.4,11,8.3,11.1,17.9,20.3,71.8,65.2,34.6,34.5,5.6,6,39.5,31,14.4,14.2,23,0
13.6,11.5,3,3.3,45.7,45.3,72.8,69,6,10.5,8.6,18.4,18.7,75,65.7,33.3,32.2,7.7,5.2,40.1,35.6,11.2,15.9,27,0
17,13.4,2.7,3.2,45.6,43.7,72.9,70.6,11,8.3,10.1,17.1,17.6,76.3,70.2,33.7,35.9,7.6,6.4,37.6,34,12.3,15.4,20,0
12.8,11.8,3.2,4.3,42.4,41.1,78.1,69.8,10,11.3,8.6,19.4,20.1,72.5,64.6,36.1,31.7,8.2,6.3,35.2,35.3,13.5,15.6,22,0
12.9,14,3.2,3.6,43.7,40.8,74.2,70.1,10,11.3,10.1,20,20.6,77,70.8,39,34.5,4.7,4.9,36.4,34.8,13.5,13.3,20,0
13.2,11,4.6,2.7,46.8,41.7,66,65.7,11,9.7,9.8,18.1,18.9,71.5,64.1,33.3,33.8,8.4,4.5,36.3,34.9,10.6,15.1,21,0
13.9,9.6,4.6,2.4,46.5,40.4,71.7,68.5,7,6.8,8.7,16.2,16.7,66.9,59.5,30.7,32.9,6.6,4.6,37.2,33.1,10.4,13.8,25,0
13.7,13.4,2.4,3.1,48.6,43.9,67.2,69.2,11,8.3,10.2,19.1,20.6,70.8,69.2,32.9,32,6.6,6.4,39.5,32.3,16.1,14.2,20,0
16.7,11.4,3.7,2.5,47.7,41.1,62.4,65.5,4,10.8,7.8,17.1,18.1,74.9,61.4,37.6,30.9,7.9,6.1,36,32.7,12.9,14.6,28,0
13.5,10.5,3.1,2.9,46,41,68.8,65.8,5,9.8,8,15.2,21.5,70.2,57.9,34.9,30.4,5.6,5.6,35.2,34.4,11,14.2,29,0
12.2,12.8,1.5,2.7,43.8,42,73.2,71.4,9,8.8,9.2,17.4,16.8,64.4,62.2,32.2,32.8,5.9,4.7,34.7,32.4,12.1,13.8,23,0
14.9,13.1,3.5,3,47.6,43.1,74.1,67.6,8,9.6,9.5,17.7,20.9,76.3,65.5,33.7,31.4,5.6,5.5,39,31.5,12.5,14,24,0
11.6,11.5,2.6,3.8,44.2,41.5,74.1,73.4,11,7.8,7.9,17.7,18.4,64.8,62.1,32.1,29.7,4.5,6.2,41,35,13.2,11.8,21,0
15.5,13.1,3.5,2.6,47.5,44.1,74.8,70.2,14,7.1,9.5,16.3,18.4,71.9,66.9,31.3,32.4,5.6,5.1,39,34.6,12,12.3,19,0
14.4,12.7,5.2,3.9,46.8,42.6,67.8,69.7,11,11.3,9.8,18.8,19,74.1,68.3,36.5,32.4,6.8,6.7,34.1,33.5,15,14.4,22,0
14.3,15.2,2.1,3.3,44.6,46.6,71.3,69.4,10,9,8.7,17.6,20.9,74,70.8,31.9,34.3,9.6,6.7,38.2,37.4,12.3,16.5,24,0
12.1,12,4.3,3.8,45.4,43.1,74.3,70.3,10,10.2,10.7,20.7,19.7,81.3,74.9,37.5,37.7,7.4,5.2,37.8,35.4,12.5,14.1,21,0
17.3,13.8,1.9,3.2,45.2,45.6,69.8,70.4,8,10.7,9.5,18.4,18.1,79.8,73.4,36.8,35.2,8.5,7.5,36.5,34.5,14.5,16,25,0
17.8,13.5,2.4,3,50.8,44.2,64.7,67.4,8,8.8,9.8,17.4,20.3,81.4,75.5,35.9,33.6,6.3,6.3,41.7,37.6,15.3,14.6,25,0
13.1,9.7,2.4,2.4,44.9,43,73.7,66.5,3,8,8.6,17.3,18.2,68.8,58.4,29.8,31.1,6.5,4.7,38,31.8,10.2,13.8,29,0
16.8,10.7,3.8,2.2,46,38.9,65.5,70.7,7,8.7,8.6,17.7,19.3,73.7,63.2,38.6,34.3,5.9,6.8,37.3,30,14.1,13.5,27,0
15.7,12.3,5.4,3.5,45.7,43.7,62.3,71.7,9,14.4,10.4,19.5,17.9,79.2,69.8,38.4,36.1,9.8,6.8,37.3,30.5,14.5,17.6,24,0
14.8,13.3,8.6,3.5,46.2,38.7,72,68,8,11.8,11.6,15.2,21.8,77.5,68.7,41.9,35.5,5.7,7.7,36.1,34.9,13.6,11.9,24,0
9.1,13.5,2.1,4.3,39.9,43.8,71.4,66.6,20,9.4,10.9,18.8,18.5,59.8,66,31.3,36.1,7,6.8,31.5,34.4,14.3,16.2,16,0
14.9,13.4,3,2.7,48.6,42.7,76.1,69.7,5,7.9,9.3,18.2,19,76.3,68.5,33.8,33.3,6,6.3,40.8,36.2,13.5,14.4,22,0
15.3,15,1.5,2.7,47.3,46.4,70.2,66.6,8,10.5,9,19.1,16.5,81.8,72.7,35.9,35.1,9,6.2,38.5,37.5,13.5,17.1,24,0
17.1,11.4,3.2,2.5,46.9,42.2,71.7,63.2,6,10,8.2,18.1,17.4,77.9,63.2,36.2,33.1,8.1,5.5,36.4,35.6,11.7,16.4,26,0
14.7,13.1,2.6,3,44.6,43.5,75.9,67.4,4,10.3,9.1,14.9,19,73.9,62.1,34.3,31.3,7.6,5.8,36.9,35,11.8,15.5,28,0
14.6,12.3,3.9,4.2,46.2,43.5,69.7,67.2,5,10.9,10.7,19.2,22.3,83.2,69.4,37.1,36.9,8.7,5.7,37.7,32.9,13.5,18.2,27,0
13,11.7,3.2,2.6,46.5,42,70.3,71.7,10,9,8,15.4,18.3,69.3,62.5,34.6,30.6,5.6,5.7,34.8,33.2,11.7,11.5,23,0
15.5,10.5,4.8,2.6,49.1,36.8,65.2,67.9,5,8.3,10.4,17.6,16.6,69.6,58.1,35,31.9,6.8,6.9,38.4,29.8,13.3,11.8,27,0
11.5,12.6,3.4,3.8,42.9,42.7,67.9,65,16,11.4,10.1,17.9,17.2,68.1,67.4,38.1,34.1,6.7,6.9,33,31.4,14.7,12.8,17,0
14.5,11.5,4.7,3.4,48.5,39.6,71.2,64.8,7,9.7,9.2,17.7,20.1,76.5,63.8,38.5,32.2,7.6,7,37.5,32.6,14.2,14.5,25,0
13.4,13.5,3.8,2.9,46.3,41.2,72.4,62.6,7,10.3,9.2,17.3,19.2,75,65.3,37.9,32.2,7.1,6.1,35,35.4,13.4,13.1,25,0
18,11.3,5.9,2.6,50.8,37.9,70.2,68.1,3,10.7,9.2,17.7,18.8,80.5,61.5,38.8,31,8.9,6.4,39.7,32.8,13.2,15.2,31,1
15.5,13.6,3.4,3.5,44.3,42.4,68.7,65.6,11,14.5,9.6,20.1,20.4,78,68.9,41.3,32.9,7.5,7.1,31.7,37.4,15.1,16,20,0
13.9,11.7,3.8,3.6,46.4,41.2,71.4,67.3,6,9.3,10.3,18.7,19.3,68.9,61.9,33.5,32.3,8.6,7.1,36.6,32,14.7,16,28,0
12.7,11,4.8,3.7,46.9,39.6,73.3,70.7,12,8.6,10.3,18.8,18.8,68.5,65.6,33.6,31.9,6.6,6.2,36.9,32.7,15.4,12.9,18,0
15.1,12.3,4.9,2.6,46.3,38.7,64.6,68.3,8,10.4,10,18.2,18.8,72.5,61.5,37.3,34.5,8,5.9,35,30.4,13.6,14.4,24,0
14.7,12.1,3.7,3.5,44.6,41.6,70.6,67.9,9,11.6,10.1,20.9,19.5,75.9,64.8,37.1,34.4,9.3,6,35.3,30,12.6,16.3,24,0
15.1,13.2,3.5,3.3,45.1,43.4,72.5,71.5,8,9.6,9.8,16.2,17.2,74.2,68.4,34.1,35.3,6.3,4.7,38.9,35.1,9.5,12.7,24,0
15.9,11,6.1,3.3,46.6,39.1,60.7,68.1,1,12.7,9.3,17.2,19.9,79.9,61.9,40.6,34.4,8.4,5.8,35.9,30.7,11.6,15.4,33,0
13.4,11.8,4.5,4.1,43.7,40.7,75.1,66.4,10,11.5,10.7,18.7,19.9,74.8,67.9,38.1,36.1,6,6.4,38.5,35.3,13.3,14.2,22,0
17.5,12.4,4.2,4.1,48,40.2,73.7,67,8,10.6,9.4,18.4,17,71.2,62.6,37.1,30.3,5.8,5.9,37,31.1,13.3,11.8,25,0
11.4,11.8,2.7,3.7,39.8,44.3,67.8,65.6,15,10.2,9.8,17.6,19.4,61.7,65.9,33.7,35.8,6.2,6.2,33.7,31.6,13.8,15.1,17,0
13.2,11.7,7.9,3.4,46,37,64.6,68.4,10,10.6,10.9,16.7,19.1,73.2,65.5,41.1,36.8,5.9,6.6,33.4,31.8,14.7,12.2,22,0
12.9,11.4,3.6,3,44.3,42.3,70.3,70.2,14,8.7,10.4,19.7,19.2,69.2,67.7,34,35.9,7.2,6.1,36.1,32.2,14.1,14.6,18,0
16.6,13.7,4.4,5,48.8,42.6,75.7,66.8,2,13.7,9.8,16.9,20.6,88.6,72.5,43.5,32.6,8.2,7.9,37.2,32.6,14.3,15.8,32,0
18.4,15.1,3.8,3.7,45.4,41.1,73.7,64.5,7,11.4,10.8,15,18.3,79,69.6,41.7,35.9,6.2,6.4,40.5,33.5,12.9,12.2,24,0
12.5,10.7,3.9,3.2,44.2,41.4,68.1,72.7,11,10.1,8.5,16.9,19.8,67.9,63.8,35.3,32.8,6.5,6.8,34.8,32.6,12.8,12.9,22,0
13.4,10.2,3.9,2.5,44,40,67.1,75,8,9.9,9.3,16.7,19.2,69.2,62,36.4,33.9,6.2,5.7,36.9,33.6,12.9,13.5,24,0
14.9,13.8,2.5,3.4,48,44.4,69.4,69,13,8.5,9.5,18.3,18.2,76.6,72.5,34.3,32.7,4.6,5.8,39.2,33.4,12.5,11,18,0
15.6,12.6,3.4,3.2,45.6,42,66.7,69.7,9,12.6,9.5,16.1,18.2,73.8,65.1,37.9,33.6,6.8,4.8,33.5,33.3,11.9,13.8,26,0
15.8,13.4,3.3,2,46.4,44.3,67.7,72,9,10.2,8.6,17.8,19.7,73.9,68,34.3,32.1,7,6.8,39.3,34.4,14.5,15.1,23,0
13.2,12.2,4.4,3.3,42.4,43.6,71.2,67,8,9.9,7.9,19.6,18.6,69.6,62.4,33.4,32.9,8.4,5.8,37.3,34.8,12.6,17.1,24,0
15.4,13,3,2.8,47.4,42,70.4,67.1,6,11.1,8.6,17.2,21.3,75.1,65.4,37.1,30.8,6.1,7,36.2,33.4,13.6,13.7,26,0
13.2,11.9,3.1,3.9,45.1,44.1,67.1,66.8,13,9.1,8.5,17.5,18.1,65.7,63.8,33.4,32.4,6.9,6.9,34,34.5,14.6,14.9,21,0
14.4,14.1,3.5,3.6,45.1,45.2,68.9,65,10,9.8,11.5,15.4,19.5,76.9,71.2,34.1,38.3,9.4,5.4,38.2,37,11.1,17,22,0
14.8,14.4,4.5,3.4,47.7,43.7,72.6,68.5,12,8.6,9.5,17.5,18.2,73.1,67.4,32.3,32.1,7.1,6.4,38.6,37,12.5,13.7,21,0
14.6,9.1,5.2,3.6,45.8,40.5,66.1,68.4,6,11.3,10.1,17.4,19.7,75.7,63.7,37.9,34.8,7,5.3,36,30.6,13.6,14.7,25,0
14.6,10,5.2,2.5,44.9,39.6,69.4,66.4,7,11.9,8.7,16.9,19.2,70.9,61.6,39.5,31.7,4.4,5.9,36.6,33.3,12.1,11.4,26,0
15,13.7,4.3,2.3,46.9,42.5,74.4,72.4,12,7.5,9.9,17.6,17.6,72.3,68.7,32.1,34.1,6.2,5.8,36.8,35.7,12.4,12.7,21,0
17.6,13.4,3.3,4.1,45.8,43,65.9,67.3,4,12.7,11.2,20.7,20.8,81.8,70,37.8,37.2,9.3,5.8,35.7,31.2,13.1,18,29,0
13.2,12.7,5.2,2.9,45.2,38.9,68.3,68.7,6,11.6,11.1,16.6,18.7,75.5,64.9,38.7,35.7,6,4.6,38.6,32.6,9.4,11.8,28,0
13.8,11.1,4.1,3.9,46.7,39.6,63.3,65,10,10,8.6,16.9,19.4,70.8,61.6,39,31.9,4.4,5.6,36.1,33.7,12.6,11.4,24,0
14.2,13.1,2.6,2.7,47.7,40,65.5,66.1,11,9.5,10.5,19.7,19.5,73.4,68.9,37.9,34.8,6.7,7.6,34.8,32,17,15.3,21,0
14.5,11.3,4.3,2.7,47.6,41.7,73.2,68.2,3,11.3,7.7,14.6,18.2,73.6,59,36.8,28.6,7.3,4.9,35,32.4,12.2,14.2,31,0
14.6,11.9,3,2.8,42.2,41,74.7,67,7,9.1,9.8,17.3,17.9,69.7,62.3,34.6,36.5,7.8,4.7,33.2,30.8,10.6,14.7,26,0
12.4,11.2,4.4,2.7,48,39.4,68.5,68.5,11,7.9,11.3,16,18.5,69,63.7,33.5,33.5,5.7,7.1,38.7,30.7,14.5,13.1,21,0
17.8,13.2,3.5,3.5,46.5,43.8,73.5,69.5,7,9.1,11,18.1,19.9,80,74.6,35.3,36.1,6.1,6.9,39.9,35,14.4,14.8,26,0
13.3,13,2.8,4.6,43.1,43.6,72.7,68.4,12,11.1,8.7,20.7,20.1,72.8,69.5,36,33.6,8.1,6.6,34.4,36.5,14.1,16.2,20,0
12.7,11.6,3.7,2.7,47.1,42.3,70.1,70.5,6,11.3,9.9,21.3,19.6,77.4,66.8,35.1,32.6,7.9,6.3,39.2,33.2,14.1,17.5,27,0
15.4,11.4,5,2.6,45.3,42,68.9,65.5,10,10.4,8.6,19.1,19.9,74.8,63.6,36.1,34,6.9,5.6,35.5,35.8,11,15.5,24,0
13.7,10.2,2.9,2.6,47.4,41.4,72.8,72,8,6.6,7.7,15.3,17.2,66.4,56.4,29.9,30.7,6.2,4.3,37.2,33.2,10,12.8,24,0
12.8,12.1,3.6,2.6,43.8,39.6,59.1,68.2,11,10.2,7.9,17.3,18.1,64.9,58.5,35.1,32.1,8.4,6.4,37,30.9,12.6,14.8,22,0
12.6,10,3.3,2.8,44.9,38.3,70.5,68.3,4,10.3,8.3,14.3,20.1,67.3,54.4,35.8,30.1,6.1,6.3,35.6,31.3,11.8,13.4,29,0
15.2,13,3.4,3.8,47.4,40.9,74.9,67.7,6,9.9,9.3,17.3,20.2,75.1,63.4,35.9,30.7,5.6,6.5,39.1,33.5,12.7,12.6,27,0
12.4,9.8,2.2,2.5,41.8,40.3,70.8,68.7,12,9.6,10.5,20.7,18.7,66.8,60.3,33.4,34.4,7.5,7.4,33.2,29.1,13.5,17.2,23,0
13.9,10.6,4.8,2.6,46.6,39.5,63.4,66.7,9,9.4,11.6,17.4,17.7,68.9,63.3,35.1,34.8,5.7,6.3,33.2,30.3,13,12.5,22,0
13.2,10.5,2.5,3.2,46.6,39.7,64.8,72.7,7,8.2,7.8,18,17.3,64.5,59.1,32.7,30.3,5.5,6.1,37.5,33,12.8,12.5,24,0
14.3,15.7,3,2.3,47.4,43.8,73.8,69,13,9.6,10.6,15.6,17.9,72.3,69.2,33.8,31.6,6.2,5.5,38.9,34.9,12.5,11.8,19,0
15.5,12.1,2.1,2,48,41.1,73.7,73.8,9,7.5,8.5,15.9,17.4,69.4,60.5,31.2,29.9,5.7,5.9,37,31.9,11.4,11.8,24,0
12,12.7,4.2,3.4,44.1,41.2,67,70.6,8,9.6,11.1,20.4,19.5,70,67.4,34.4,36.5,7.1,6.3,33.4,32.2,13.2,14.7,23,0
14.8,12.3,4.3,4.8,44.3,42.6,73.8,69.4,11,12.6,12.2,18.1,19,74.4,70.5,36.9,34,6.1,6.9,33.4,32.8,13.2,12.5,22,0
13,10.4,3.2,3,43.8,38.5,72.4,71.1,5,9,8.4,17.7,19.8,67.8,57.9,34.2,30.9,6,5.8,35.2,32.1,12.4,13,26,0
16.3,11.6,3.6,2.5,48.4,40.7,72.9,70.1,7,7.8,7.8,18.4,18.1,77.1,65.2,36.2,32.5,7.3,5.2,38.1,30.1,11.4,13.8,25,0
15.4,12.6,2,3.3,48.3,44.2,75.5,70.5,10,8.8,9.2,16.9,18.4,74.9,68.8,33.7,31.6,4.8,5.1,42.7,34.9,12,12.3,22,0
14.9,13.3,5.8,3.3,46.3,43.1,68.8,66.7,8,12.8,11.2,18,18,78.3,68,37.2,35.1,9.3,7.6,37.4,35.9,14.1,17,23,0
13.8,11.1,3.2,3.9,43.2,41.1,70.1,68,10,10.3,9.3,18.3,18.4,66.4,59.5,34,33.8,8.6,6,31.1,32.3,12.2,15.7,25,0
15.8,12.7,7.8,3.5,47.4,37.7,67.8,69.9,4,12.9,10.5,13.1,21.4,78.3,64.3,43.3,34.4,5.8,6.7,34.1,30.4,12.7,11.4,27,0
15.5,11.6,3.7,3.1,47.3,41.5,73,70.1,9,8.6,9.2,17.9,17.9,73.6,64.7,35.6,32.5,6.5,6.1,41.1,30.6,12.7,13.3,21,0
13.8,13.5,2.7,2.5,45.4,41.9,69.6,72.2,13,11.3,10,22,18.2,73.6,70.3,37.1,33.7,8.9,7.8,35.3,32.7,17.6,17.1,17,0
13.9,11.7,3.5,3.9,42.1,39.7,64.8,69.7,7,12.3,9,19.2,18.2,66.8,61.4,37.6,33.2,6.5,4.9,32.8,31.2,13.3,14.4,26,0
13.2,10.5,3.9,3.9,44.4,43.4,72.8,68.9,6,12.2,9.6,18.2,20.9,77.5,65.9,36.4,33.5,8.4,5.7,34.9,33.8,12.1,16.2,28,0
12.6,12.6,3.9,2.6,46.2,40.7,70.9,69.5,10,10.3,10.6,18.2,19,78.1,70.1,37.9,36.6,8.4,6.7,33.1,32.7,13.8,16.4,23,0
12.1,10.5,5.8,3,43.5,38.7,72.5,68.8,9,9.9,11.4,18.7,19,68.3,64.9,35.7,34.8,8.1,7,34.2,32.7,15.5,15.1,25,0
15.1,11.4,5.1,2.8,48.8,37.8,71.7,68.3,5,8.8,10.3,16.2,18,78.9,63,37.6,34.6,7.3,5.3,39,34.9,11.1,14.4,26,0
17.5,11.7,3.6,2.4,46.1,39.5,71.1,63.1,9,7.9,9.5,15.3,14.5,64.8,57.2,33.2,33.4,5.9,5.8,35,29.6,12,13.5,24,0
15.7,12.5,4.4,3.3,47.8,38.3,72.5,72.6,7,10.6,9.6,18.9,20.1,76.4,65.4,39.1,31.8,6.7,7.3,37.1,33.4,14.5,13.2,25,0
16.9,12.1,6,3.1,45.7,39.5,64.2,68.1,5,11.1,10.6,16.9,16.7,74.3,61.8,37.5,35.1,9.1,6.6,36.9,30.9,13.6,15.9,28,0
15.1,9.5,6.1,3.2,44.8,40.9,71.6,69.2,7,11.9,9.4,17.3,18,74.8,66.2,39,33.8,7.6,6.1,37.2,31.5,12.1,13,26,0
15,13.9,2.9,3.3,45.2,44.9,72.8,67.3,9,10.8,9.1,17.7,21.1,78.3,69.5,35.7,32.9,7.9,5.9,34.7,34.7,11.5,14.7,24,0
14.6,13.1,4.1,4.1,42.4,42.2,75.8,68.9,13,11.1,11.8,16.6,17.2,71.8,69.1,36.1,38.1,7.7,5.7,33.3,34.8,12.1,15.3,20,0
14.2,9.8,6,2.8,45,37.2,69,68.6,3,11.8,9.4,17.6,19,75.1,58.8,39.2,33.2,8.9,5.9,32.6,30,12.4,14.9,31,0
15.5,13.8,2.7,3.1,42.5,43.5,75.7,72.5,13,8.3,9.3,15.2,15.5,66.9,63.2,31,34.4,6.3,5.1,33.4,31.1,11.2,13.2,20,0
16.1,11.6,2.8,3.4,45.1,41.6,69.9,69.6,6,12.3,7.5,19.3,19.9,72,63.7,39,29.7,6.5,6,35.4,31.8,13.8,13.2,26,0
14.1,12.5,6.1,2.5,44.1,40.1,71.5,72,10,10,8.9,17.8,18.5,66.3,61.6,34.2,32,8.3,7.5,32.7,35.1,14,14.6,22,0
12.4,10.8,7.4,3.2,43.3,39.3,71,65,12,10,12,16.8,19.7,74.4,68.9,38.4,39.4,6.9,6.8,36.1,33.6,14.3,13.5,23,0
18.2,11.9,3.7,2.6,47.3,41.9,67.2,67.4,6,11.5,11,19.9,19.1,81.5,67.7,36.6,37.1,10,6.2,35.3,30.3,11.7,18,28,0
12.9,13,3.9,3.9,43.8,41.9,72.1,68.5,15,12.3,8.3,18.2,19,69.8,67,38.8,30.5,6.6,6.8,33.3,35.5,15.3,12.7,19,0
11.2,9.5,3.1,3.9,41.9,40.8,64.8,69,11,12.3,9.5,19.2,17.3,66.7,62.3,38,34.3,6.6,6.6,33.7,29.9,12.9,15.1,23,0
18,13.6,5.2,4.4,48,41,75.2,69.4,4,12.9,11.2,16,20.7,89.8,72,41.7,35.4,8.6,7,38.7,33.7,12.4,15.7,28,1
14.8,12.4,3.3,3,48.7,45.1,73.9,71.5,6,9.4,7.9,16.3,18.7,80.6,69.1,35.6,31.3,7,6.1,41.2,36.1,11.1,13,26,0
12.3,12.1,2.4,2.2,45.3,41.9,75.3,71,10,7.4,7.8,18.2,19.5,67.4,63.5,33.5,30.5,4.3,5,34.6,34.8,11.6,10.6,23,0
13.3,13.6,5.3,2.1,48.1,40.6,70.1,69.4,10,7.1,10.2,15.1,17,66.8,62,31.1,32.4,5.9,5.8,37.5,34.8,13.1,12.8,22,0
14.4,11.9,4.4,2,49.1,39.8,67.4,68.8,5,10.8,10.6,17,21.4,78.7,67.5,39,33.3,6.9,6.5,35,33.8,13.6,12.6,27,0
12.7,12.5,2.3,2.9,46.1,44.4,74.8,69.8,11,8.6,9.9,21.3,19.2,80.9,74.5,35,36.4,7.6,5.4,38.4,34.5,12.1,14.9,22,0
17.6,12.8,3.9,3.2,47.9,40.7,67.6,70.6,4,13.1,8.9,16.1,17.4,77.4,64.4,39.8,30.4,6.8,5.4,35.2,32.9,12,12.5,28,0
15.2,13,2.8,2.5,45.5,45.4,67.9,70,9,10.5,9,16.8,16.6,73.4,68.5,33.8,33,7.4,6.8,38,34.6,13.6,14.2,23,0
14.9,12.5,4.8,3,44.1,39.1,70.3,67,9,8.5,9.6,17.6,17.4,69.1,59.8,34.3,34.9,7.2,5.2,34.6,32.9,11.5,14.6,25,0
14.1,13.8,4.6,2.5,46.1,39.9,67.9,70.9,11,11.4,10,18.4,20.4,75.5,71.9,41.6,35.2,6.8,8.4,35.2,33.2,16.1,13.2,21,0
15.3,12.9,3.5,3,47.3,42.6,70.4,66.8,10,8.6,9.2,19.8,17.6,70.5,65.4,33.2,32.1,8.6,6.7,39.4,36.6,14.9,15.6,24,0
13.2,8.4,3.1,3.7,43.8,37.7,64.9,70.2,7,8.3,8,18.2,16.8,65.6,56.1,35.2,34.5,6.3,5.6,31.5,26.7,11.7,15,24,0
15.3,15.1,4.5,3.7,46.7,43.7,66.4,68.2,7,10.8,10.7,14.8,18.9,77.4,70.3,36.3,36.8,8.8,6.7,33,33.9,13.1,16.5,26,0
18.1,16.4,5.1,3.9,48.7,41.1,64.5,63,9,11,12.7,15.3,19.2,80.2,71.7,39.3,36.8,7.8,8.2,34.5,29.5,15.1,14,26,0
15.5,12.8,4.1,1.9,44.3,40.5,70,67.3,11,9.8,9.1,17.1,16.2,68.6,63.5,36.7,33.6,5.6,6.5,36.7,34.8,12.2,11.6,22,0
16.3,13.5,3.6,3.4,45.5,44.3,67.6,68.5,12,12.5,9.5,18.9,19.4,78.4,72.5,38.7,34.3,6.6,6,31.5,33.7,13.1,14.8,21,0
12.8,11,5.3,2.9,44.4,40.7,66.8,67.5,11,12.5,10.1,19.3,20.2,72.3,65.6,38.9,33.9,6.2,6.2,32.8,34.3,12.5,13.5,22,0
12.6,13.1,3.9,3.4,44.9,43.4,69.4,69.3,9,10.9,8.5,17.2,21.3,71.8,67.1,36.7,31.9,4.8,5.7,36.1,36.7,12.6,12.1,23,0
