@relation tournament_winnersStripped

@attribute assists_per_game numeric
@attribute blocks_per_game numeric
@attribute field_goal_percentage numeric
@attribute field_goal_percentage_allowed numeric
@attribute losses numeric
@attribute offensive_rebounds_per_game numeric
@attribute pf_per_game numeric
@attribute ppg numeric
@attribute rebounds_per_game numeric
@attribute rebounds_per_game_allowed numeric
@attribute steals_per_game_allowed numeric
@attribute three_point_percentage numeric
@attribute three_point_percentage_allowed numeric
@attribute turnovers_per_game numeric
@attribute wins numeric
@attribute won_tournament {0,1}

@data
14.8,1.8,43.2,45.4,16,9.1,16.7,73.6,34.7,38.4,5.9,36.5,34.5,12.9,14,0
13.5,3,40.8,41.8,16,7.7,19.9,65.5,32.6,38.2,6.3,34.1,30.7,13.5,12,0
17.6,2.3,50.4,44.1,6,8.3,16.9,79.2,36,30.5,6.4,42.4,36.1,12,29,0
14.2,3.4,45.4,46.6,15,10,19.8,68.4,31.3,30.9,6.9,36.5,34.2,14.7,16,0
14.9,2.7,47.2,43.7,10,10.7,19.5,78,37.5,31.9,4.8,40.4,36.9,15.3,21,0
13.4,2.4,38.3,46.2,21,11.8,22.4,68.1,35,36.5,6.4,30.7,36.7,13.7,7,0
9.7,2.5,39.3,42.3,25,7.8,18.6,57.6,32.4,32.7,6.6,33.1,36.7,13.9,5,0
13.8,3.5,44.6,42.7,8,10.9,20.4,77.9,38.8,32.5,6,33.6,34.1,11.8,25,0
14.3,2.7,43.8,44.8,13,10.7,18.7,71.8,35.7,32.1,5.3,34.3,33.5,13,20,0
9.4,5,42.7,39.3,14,8.6,17.7,68.9,37,38.7,6.8,31.1,32.4,12.9,18,0
11.8,6.6,43.5,43,14,8.8,16.2,66.1,30.2,37,4.6,35,32.7,10.3,15,0
15.6,4.5,48.7,43.8,9,5.6,18.1,68.1,26.5,30.4,5,39.8,36.4,12.1,22,0
15.3,4.1,43.8,48.2,19,10.1,20.5,74.1,33.1,39.6,7.5,33.5,35.4,13.4,12,0
12.9,4.6,44.9,44.1,14,10.5,19,72.1,34.3,32.1,5.8,29.8,36.7,12.5,22,0
10.3,3,43.9,43,16,7.1,20.1,67,32.5,34.6,6.2,36.2,30.5,13,18,0
12.8,3.3,44,39.2,7,9.2,17.9,65.3,35.4,29.4,5.4,37.8,29,11.6,29,0
12.4,4,45.6,43.3,7,10.6,18.3,77.3,36.7,34.1,5.7,37.1,31.7,12.2,27,0
15.3,3.6,45.1,45.8,15,8.7,17.5,72.6,30.8,38.2,5.1,33.5,36.4,12.1,16,0
14.6,4.2,43.6,43.4,16,9.4,18,68.9,34.3,34.5,7,35,31.7,13.7,15,0
13.2,2.3,43.6,45.4,17,9.1,17.2,65.4,32,33.7,6.1,34.2,37.2,13.1,12,0
11.8,1.8,43.4,45.8,16,7.5,19.7,66.3,29.4,33.5,5.3,33.9,31.7,10.8,16,0
9.7,3.1,37.5,41.3,18,8.8,17.1,53.3,31,33.9,6.3,30.6,31.3,13.7,14,0
10.4,2.9,44.1,43.7,14,11.6,16.7,67.7,34.5,33.8,5.9,31.1,35.4,13.5,17,0
12.2,3.5,41.2,44.6,17,10.5,22.6,72.7,34.1,36.6,6,35.7,36.7,11.8,15,0
13.1,2.7,42.1,42.6,16,9.1,18.4,70.2,36.7,39.2,7.5,35.5,33.1,13.8,15,0
15.9,1.7,46.1,48.6,16,7.3,21.3,73.5,29,34.2,5.8,39.1,38.3,12.6,16,0
14.9,4.1,44.8,41.1,15,9.8,18.3,65.3,33.4,32.8,6.8,34.6,34.4,14.6,22,0
11.1,3.8,41.2,43.5,26,8.8,18.7,60.8,33.4,36.7,7.6,27.7,37,15.2,3,0
12.7,4.3,41.4,44.3,19,9.8,19.1,65.9,33.5,35.4,5,34,36.4,12.2,11,0
13.4,3.8,45.6,43.2,17,10.1,19,72.1,35.1,35.3,7,37.4,36.1,14.8,15,0
9.3,3.8,41.6,43.7,21,9.5,20.1,63.3,32.3,34.5,6.6,33.6,32.9,14.6,8,0
14.9,3.4,46.4,42.3,11,9.6,15.5,75.9,35.7,32.9,5.1,38,34.2,11.1,26,0
10.4,4.4,40.6,44.5,23,12.3,20.3,65.9,36.3,39.4,7.4,32.2,34.6,15.8,10,0
12.2,6.1,45.6,38.1,10,10.2,18.7,69.8,36.4,33.4,7.7,35.4,30.9,16.1,25,0
12,5.6,38.3,42.6,19,12.6,17.8,62,37.9,38.5,7.4,27.5,35.9,13.8,10,0
11.2,3.2,41.3,44.4,20,9.6,19.2,65.8,31.8,35.5,4.4,31.1,33.8,10.9,13,0
10.9,3.4,41.4,43.4,16,10.2,19,64.7,34.6,32.1,6.5,33.7,30.6,13.9,15,0
12.3,2.3,46.6,45.5,15,8.1,19.3,66.7,31.5,32.9,6.2,35.1,31.2,15.2,15,0
11.7,2.6,41.5,43.8,20,10.8,19.3,65.7,36.5,34.3,6.4,31.1,32,14,12,0
12.9,4.9,46.3,39.3,9,9.4,19.7,70.4,36.4,34.1,7.5,33.2,32.2,15.2,24,0
12.3,3.7,42.5,44.9,21,10.8,17.6,61.9,32.9,33.6,6.2,32.6,37.8,13.2,10,0
13.6,4.7,46.5,38.7,9,9.9,17.5,69,36.2,30.8,6.6,34.7,27.9,12.6,24,0
10.9,3.7,39.5,42,17,9.3,17.3,60.9,33.3,34.8,4.6,31.2,33,10.3,15,0
12.6,5.4,43.5,38,12,9.9,16.1,67.6,36.1,35.2,5.6,31.7,31.5,11.6,22,0
11,4.9,42.7,40.4,20,9.4,16.5,60.2,35.1,31.6,6.8,31.2,34.7,14.5,11,0
13.8,3.2,47.4,41.3,7,8.9,15.6,73.8,36.8,30.6,7,38.1,31,13.2,26,0
8.6,3.6,35.8,45.2,24,7.8,16.4,54,32.4,38.6,8.5,27.6,32.3,16,4,0
10.7,4.8,40.3,39.5,21,10.7,18.4,64.7,36.1,38.5,5.6,28.6,35.5,14.2,12,0
13.1,2.1,41.4,44.9,22,6,19.7,60,29,35.9,6.7,31,36.5,15.4,9,0
12.9,4.4,46.7,41,5,7.3,15.3,65.6,32.4,28.3,5.5,35.7,33.9,12.2,26,0
14.8,3.3,46.1,42.9,16,10.3,19.2,73.6,36.8,35.2,6.8,32.3,34.3,15.2,16,0
12.5,2.8,44,43.5,18,9.1,18.6,71.1,34.3,35.3,6.5,40.1,33.4,12.5,13,0
12.2,2.6,40.4,45.7,22,10.2,18.6,65.3,33.4,33.7,6.9,33.3,35,13.8,10,0
12.7,4.5,43,42.1,14,8.5,17.6,65,34.5,34.3,6.2,33.9,30.6,13.7,15,0
12.4,1.7,42.3,47,20,11.4,21.8,73.6,36.3,38.9,7.8,31.9,36.4,15.7,10,0
13.3,5,46.4,43.8,15,10.6,16.7,71.7,36.3,34.1,7.6,35.3,36.1,14.5,15,0
9.1,3,38.3,43.6,21,10.2,22.3,60.7,34.9,34.6,6.6,31.9,32.9,17.2,10,0
14.7,4.1,47.7,42.9,14,8.5,17.2,69.6,34.3,32.1,5.7,39.2,35,13.4,19,0
12,2.3,42.1,47.7,21,8.8,19.8,65.9,30.5,34.1,6.3,34.3,39.1,14,9,0
11.4,2.9,39.6,45.4,22,9.5,19.1,60.9,34.5,33.7,7,32.6,36.4,14.6,8,0
12.5,4.1,44.1,42.9,15,8.5,17.7,65.6,32.6,31.3,6.3,30.4,37.9,13.4,17,0
13.1,3.4,43.9,41.5,14,7.4,16.8,69.7,35.1,32.8,5.6,37.9,35.8,12,21,0
13.5,3.2,49.2,42.6,9,9,17.5,77.3,34.6,30.4,6.7,43.1,34.9,12.9,27,0
12,3.2,42,43,15,7.2,16.5,64.2,32.6,33.4,5.8,34.2,36.8,12.2,18,0
19.3,2.2,50.2,45.1,8,9.1,16.9,82.9,34.8,34.1,5.5,38.7,35.4,12.5,25,0
14.9,3.4,45.5,45.7,17,10.1,16.7,73,34.4,34.1,5.5,37.3,34.5,12.3,18,0
14.2,2.8,44.9,43.7,11,9.9,16,73.2,36.7,32.1,5.7,37.3,30.6,12.3,23,0
13.7,2.4,45.1,46.7,19,8.5,19.8,70,34.3,32.7,7.3,33,38.3,14.5,11,0
11.7,3,44.3,47.3,18,10.8,17.3,72.5,32.9,33.8,5.9,35.4,35.3,11.8,14,0
8.3,3.3,38.1,44.6,24,10,19.3,56,33,35.2,7.6,32.7,34.1,15.3,7,0
12.1,3.5,41.8,46.7,22,11.9,22.1,65,34.1,34.4,7.2,31.9,35.6,15,8,0
12.1,3.8,42.5,43.2,18,9.6,19.2,64.9,33,33.5,6.4,27,32,13.4,15,0
13.4,2.6,42.2,43.7,20,8.1,19.5,66.1,31.7,36.9,6.8,36.7,36.3,12.9,12,0
15.1,5.7,47.2,38,7,9.9,17.4,73.5,37.7,32.2,6.5,34.5,34,13,32,0
14.2,4.7,43.9,40.9,11,12.6,20.1,71,37.2,32.4,7.3,33.5,32.5,14.4,22,0
12.1,1.8,41.5,50,28,8.9,17.2,61.9,29.4,36.1,7.5,34.1,36.9,13.8,3,0
14.8,3.9,45.2,42.5,12,9.7,16.8,70.4,34.4,34.9,7.2,34.5,34,14,21,0
13.3,8.6,48.8,37.4,2,10.9,14.8,77.4,38.9,32.2,5.5,37.8,31.8,11.3,38,1
12.4,2.6,43.8,46.8,18,5.8,19.4,69.7,29.3,35,6.1,38.5,38.4,12.6,13,0
11.6,4.7,42.9,40.2,16,10.3,20.1,68.4,38.3,35.5,6.6,32.8,33.8,16.3,16,0
12.8,4.4,43.2,42.1,12,12.7,17.2,73.5,39.6,34.4,5.3,33.7,34.3,11.9,23,0
11.4,2.3,41,45.7,26,7.3,17.6,60.3,31.1,35.1,6.2,36.5,38.4,13,3,0
14.6,3.4,46.4,41.7,13,7.4,17.4,72.9,32.7,36.3,6,40.6,31.5,13,21,0
13,3,44.5,41.4,8,9.1,17.9,75.7,35.9,34.3,5.4,35,32.6,11.2,27,0
13.7,2.4,45.3,45.7,18,9.2,17.2,68.8,34.5,33.1,5.9,31.6,35.3,12.1,14,0
14.1,2.7,43.3,45,18,9.9,17.3,72.3,35.7,38.9,8.2,36.9,33.1,15.1,13,0
14,2.7,46.8,42.1,9,10.4,15.5,73.8,35.6,32.6,5.8,35.8,33.7,12.9,25,0
14.7,3.3,47.4,44.9,9,9.8,15.6,81.4,38.1,36.3,8.6,37.1,32.8,16.1,25,0
15.5,2.2,43.4,48.6,21,8,15.9,73.4,34.2,39.5,7.4,34.9,39.8,13.2,10,0
13,3.7,42.2,44.4,16,9.7,19.9,69.4,34.5,37.1,5.6,33.2,32.6,13,18,0
13.3,4.8,42.3,38.4,10,11.6,17.6,68.2,37.8,36.1,7.1,31.8,30.3,14.1,30,0
12.3,1.4,42.2,44.6,23,8.1,16.2,57.2,30.7,30.5,7,31,35.1,14.4,7,0
11.9,3,42.6,41.5,13,10,17.5,70.6,35.7,35.9,6.1,34.6,30.2,13.6,21,0
11.9,4.4,42.6,42.9,9,11,18.9,67.3,35,32.2,6.2,34,36,13.4,24,0
12.6,3.9,40.6,42,15,11.2,17.9,65.4,36.9,35.7,7.5,32.6,31.9,13,18,0
14.1,4.2,44.2,41.5,17,9.8,18.5,68.6,35.1,37.3,6.1,32.6,34.9,13.1,12,0
14.6,4.9,43.7,40.9,13,10.7,20.4,71.2,36,32.8,7.4,36.1,33.2,16.1,21,0
12,4.4,41.6,46.1,18,8.8,16.2,68,34,35.4,7.6,35.7,36.8,15,14,0
16.6,3.5,45.2,40.2,8,10.3,17.7,75.4,36.3,36.4,7.1,33.7,31.6,13.2,27,0
12.7,3.8,43.6,45,14,13.7,20.2,70.6,39.6,32.6,6.5,31.3,31.7,13.1,21,0
10.6,4.3,42.5,42.8,15,10.7,17.5,68.6,36.7,34.7,5.8,33.9,33.2,13.3,17,0
15.3,4.8,43.4,40.8,12,11.4,20.5,76.9,39.5,39.2,7.3,34.9,30.7,14.8,25,0
10.6,3.6,42.2,43,16,11.1,17.7,66.9,36.1,34.8,5.2,32.1,32.3,12.2,17,0
10.3,1.8,39.2,46.9,26,9.9,20.9,63.1,34.8,37.7,6.6,29.7,35.5,14.6,4,0
10.5,2.9,38,43.8,23,11.9,20,59.5,36.8,36,8.4,27.7,32.2,17.4,7,0
14.4,5.6,49.1,38.6,9,8,19,74.7,34.3,32.9,6.1,36.2,31.2,12.7,26,0
13.7,4.8,45.8,38.6,11,8.8,18.9,68.1,34.5,33,7.8,36.2,30.8,14.9,27,0
11.8,3.6,43.1,42.1,13,9.6,16.3,70.7,34.7,34.9,6.1,35,32.6,11.6,20,0
11.7,2.4,43.4,45,21,7,16.8,60.7,29.5,31.8,6.8,35.5,33.8,13.5,9,0
12.6,2.1,45.5,42.8,10,7.4,15.6,66.3,30.8,31.6,5.6,35,34.5,10.9,24,0
15.3,4.2,47.7,37.9,8,10.2,17.5,71.6,37.9,29.8,6.2,36.2,29.9,13,29,0
15.4,4.4,49.5,39.7,7,9.7,19.6,72.3,35.1,32.5,6.6,36.6,31.8,13.9,27,0
15.1,4.9,46.3,41.5,15,9.3,18.5,67.6,34.8,31.1,7.8,35.6,34.6,14.7,23,0
13.3,2.6,40.1,43.3,14,11.6,20.5,68.3,37,37.7,6.1,32.4,38.1,14.6,20,0
13.4,3.5,45.5,43.4,12,9.8,13.8,72,36.6,33.7,6.4,35.7,34.9,12,21,0
16.1,2.8,50.4,44.4,5,8,14.2,80.4,32,31.7,5.2,39.8,36.8,10.2,30,0
13.5,2.1,43.6,40.7,16,8.2,18.5,65.9,34.4,33.7,5.3,33.9,35,10.6,16,0
12.3,2.4,43.1,47.8,21,6.4,19,64.5,28.2,34.2,6.1,37.7,35.8,13.3,10,0
13.8,1.5,41.9,48,20,8.4,20.7,66.9,31.1,38.5,6.5,33.3,37.6,14,12,0
13.6,3.6,46.3,40.6,7,7.7,18.2,70,32.6,33.5,5.8,37.2,33.2,12.5,25,0
13,3.7,42.5,45.6,17,10.2,19.6,70,34.1,34.8,6.7,35,37.7,13.7,12,0
11.9,1.3,43.2,44.4,15,9.2,18.7,62.7,31,28.4,6.8,35.9,34.1,14.9,18,0
11.8,4.5,43,42.7,20,10.3,18.9,66.7,35,36,7.6,30.7,34.1,15.6,9,0
11.4,3.4,42.4,44.2,21,9.8,18.4,60.3,32.8,32.7,8.1,31.7,32.8,16.6,8,0
12.7,4.2,46.8,41.7,2,9.5,18,73.1,33.5,31.9,6.3,39.6,29.2,13.9,31,0
14,2.1,40.8,49.3,24,10.1,16,62.1,32.6,33.9,6.6,32.6,39.8,14.9,5,0
17.3,5.8,45.9,39.4,6,13.7,14.5,81.3,45,34.6,6.3,33.4,31.9,11.9,32,0
12.8,3.4,42,41.5,20,9.6,19.3,69.9,36.6,40.2,7.3,33.6,32.4,15.7,12,0
12.5,2.4,48.1,45.4,19,8.7,19.8,72.4,34.2,29.3,7,44.4,39.5,16.3,9,0
12.6,4.3,44.3,42.3,15,8.4,17.5,67.3,34.6,35.1,6.9,33,35.8,14.5,17,0
13.8,3.4,48.8,43.4,14,7,19.4,73.1,32.9,31.5,6.4,37.4,36.9,12.4,17,0
12.3,3.3,45.8,45.2,16,9.9,18.4,67.8,34.3,34.5,7.4,35.8,35.1,15.4,16,0
9.8,2.4,37.1,44,26,10.7,20.1,55.4,34.6,32.1,8,31.7,37.9,16,5,0
11.3,1.9,43.1,43.9,14,6.9,15.7,65.2,31.7,32.4,5.4,38.6,35.9,10.9,20,0
12,4.1,43.4,40.6,14,10.7,17.5,70.3,39,34.9,7.7,32.1,31.5,14.5,18,0
11.2,1.9,40.7,47.3,26,8.7,18.2,57.9,30,31,6.1,28.1,37.5,14.5,3,0
14.1,3.8,47,41.4,15,8.3,18.4,70.7,32.3,32.6,6.7,35.6,30.2,15.2,17,0
15.6,4.1,45.8,41.5,13,10.9,16.8,72.9,37.6,33.3,6.4,35.5,33.2,12.7,24,0
12.7,2.6,42.7,45.5,18,7.2,16.5,60.9,30,31.1,6.4,32.4,36.7,13.2,12,0
16.5,2.8,45.3,44,18,8.4,16.5,74.1,34.6,38,6.9,33.3,39.3,13.5,11,0
12.9,4.8,45,41.2,7,10.4,16.2,70.3,37,33.1,6.6,36.8,33.5,13.7,28,0
9.8,2.4,40.1,41.8,16,8.5,18.1,61.2,33.4,35.6,5.6,34.4,29.7,13.1,13,0
12.9,3,42.3,41.7,17,9.4,20.2,69.9,35,36.2,5.3,35.2,32,12.6,15,0
16.4,3.3,46.2,38.4,7,9.7,17.4,72.7,37.7,31.2,5.8,37.8,30.9,13.3,28,0
13.8,4.3,47.4,43,10,13.2,17.5,78.1,39.8,31.3,5.9,32.7,32.3,14.8,26,0
11.9,2.7,40.5,45.7,19,10.8,21.7,70.4,32.8,36.5,6.5,32.6,36.1,12.8,14,0
12.2,1.8,42.9,47.6,20,7.5,19.5,66.3,30.6,37.4,7.4,31.7,38.5,15.1,10,0
12,4.6,44,41.2,10,10.2,19.4,68.9,36.3,34.5,6.7,31.2,31.1,15,26,0
11.9,3.8,42.8,44.2,17,9.5,18.6,62.6,32.2,32.5,8.5,34.8,33.1,15.6,14,0
15.5,3.7,45.1,45.2,14,6.7,15.9,69.2,29.2,35.8,5.2,38.6,35.5,10.2,19,0
12.8,6.4,42.6,42.8,16,11.2,19.8,70.6,36.4,40.4,7.2,30.9,32.9,14.7,16,0
14.6,3.4,43.4,41.4,12,8.8,13.8,66.4,33.6,34.3,5.5,33.2,31.4,10.1,22,0
13.2,2.1,45,48.7,16,9.3,18.1,79.9,33.8,34,5.8,37.4,39.5,11.9,20,0
14.6,3.2,47.6,40.8,8,10.8,16.1,74.7,36.9,29.7,4.9,33.3,32.5,11.7,31,0
13.2,2.8,42.8,41.2,8,10.6,19.5,70.2,34.1,34.9,6,34.4,29.4,13,29,0
13.9,3.1,43.5,43,16,11.4,17.3,69.1,36.8,33.6,6.1,35.2,34.1,12.8,15,0
11.4,4.2,42.5,42.7,18,7,19,66.9,31.8,37.5,6.4,33.3,31.4,12,15,0
12.7,4.6,40.5,40.2,14,13.6,18.4,65.8,40.1,34.1,7.2,32,31.8,13.8,22,0
11.2,5.2,43.2,40.5,14,11.2,18,66.9,38.2,35.4,6.5,31.6,35.1,14.2,20,0
13.5,2.6,48.4,46.9,7,9.2,16.8,72.5,32,28.3,6.6,35.9,36.6,12.8,27,0
14.3,3.6,46.9,43.8,10,9.1,17.1,74.3,34.1,32.5,6,37.4,34.2,12.9,24,0
15.8,4.6,47.5,45.5,15,10.2,18.6,78.9,34.8,34.6,6.4,35.9,38.8,14.1,21,0
12.5,1.8,40.6,43.5,19,8.9,17.3,62.9,31.9,36.1,5.6,32.2,35.7,12,11,0
10.8,2.4,39.3,43.4,20,10.8,19.8,61.8,33.9,32,5.5,31.1,38.2,12.2,12,0
13.5,2.5,44.3,42.7,13,7.2,19.5,65,30.1,33.3,5.5,37.4,34.1,12.5,20,0
12.3,2.9,39.6,42.8,19,10.2,18.1,59.3,36.4,33.2,6.9,31.7,34.3,13.6,10,0
15.2,2.6,45.3,44.1,17,11.8,17.2,69,36.1,29.7,6,34.9,33.4,12.7,22,0
11.9,2.8,42.7,46.3,24,8.7,20.8,65.1,33.4,33.8,8.9,31.8,36.5,15.6,7,0
11.6,2.8,48.3,45.5,15,8.8,16.8,76.2,34.8,31.8,5.9,34.8,33.5,13.5,17,0
10.9,3.2,39.6,41.4,18,12.1,19.4,63.6,39,37,7,31.6,31.2,16.1,15,0
11.1,1.8,46.5,46.6,15,7.5,15.8,65.1,29.6,29.5,5.7,34.8,35.1,12.9,14,0
14.5,3.9,46.2,42.4,12,7.4,16.3,66.9,32.8,32.8,6.1,37.6,34.2,12.3,20,0
13.6,5.2,42.8,42.4,17,11.1,16.9,68.8,36.8,36,5.8,35.3,33.8,12.2,15,0
13.4,3.1,44,44.2,13,9.1,17.7,71.8,33.1,34.1,3.9,37.7,34.4,8.7,22,0
12.4,3.3,42.7,40.8,14,14.5,20.4,71,43.2,33,5.5,33.3,34.9,12.6,18,0
10.8,2.5,38.4,44.7,26,9.8,20.9,61.2,33,36.7,6.8,30.7,36.4,13.9,6,0
11.2,3.9,40.1,47.5,24,13.8,18,68.6,38.3,34.9,7.9,27.8,35.5,14.5,7,0
14.7,4.5,44.7,40.9,16,8.1,17.6,69.7,35.9,34.9,6.9,34,35.6,13.6,19,0
12.4,5,42.8,44,16,8,17.5,69,30.3,35.9,5.2,35.8,32.3,11.5,16,0
13.8,4,45,43.6,19,7.7,17.4,71.6,33.5,36.5,7.5,37.7,35.8,15.1,13,0
13.3,2.4,41.8,43,11,12.2,20.7,68.4,35.7,30.7,6.3,35.2,35.2,13.8,26,0
12.7,3.8,42.4,42.1,18,10.7,20.9,65.5,34.5,34,6.6,33.5,33.7,14.8,14,0
11.1,4.8,42.5,41.4,12,12.9,17.2,66.7,39.7,32.2,7.6,34,34.7,16.1,17,0
10,4.9,40.3,44.6,21,10.7,18.1,61.4,31.3,33.2,6,32.7,37.8,12.8,10,0
10.5,4.2,39.5,47.2,26,12,18.2,64.5,37.6,38.3,8.1,28.5,38.3,15.8,5,0
14.5,3.6,45,45.8,18,7.2,15.6,70.8,33.3,36.2,6,35.7,37.8,13,10,0
14.3,1.9,46.8,44.9,8,8.8,16.2,76.8,34.1,32.2,5.6,39,32.6,10.6,27,0
11.8,3.8,43.7,38.6,14,8.7,15.3,59.3,34.3,30.4,6.9,31.6,29.8,13.5,22,0
11.7,3.3,41.4,46.8,23,10.4,21.4,62.7,32.7,33.8,6.8,28.2,39.9,14.1,8,0
13.8,2.3,45.1,44.9,18,8.3,19.1,67,33.3,31.8,6.9,33.9,35.9,13.7,10,0
13.9,3.2,46,44.3,18,8.8,18.4,71.2,33.9,33.6,7.6,36.9,35.8,15.3,14,0
13.5,2.9,44.9,41.4,8,8.4,16.7,68.7,32.7,31.1,5.2,35.9,31.5,11.2,26,0
12.8,2.3,41.6,40.8,19,9.2,18.4,58.6,34.7,33.4,7,29.7,33,15.4,13,0
14,2.2,44.3,43.1,19,8.4,17.3,66.1,32.1,36,6.3,33.3,36,12.9,11,0
13.6,3.3,45.2,45.3,18,7.1,18.2,67.1,30.8,34.6,6.8,36.2,36.7,13.6,13,0
12.3,2.3,45.3,40.5,8,9.1,15.9,71.1,36.9,32.4,5.4,34.1,33.8,12.5,26,0
13.8,1.9,46.7,46.3,14,9.1,17.7,75.4,33.1,32.3,5.8,35.1,37.2,13,20,0
13.4,1.2,39.5,45.1,22,9.5,17.6,67.7,33.7,37.5,4.9,33.1,35.4,11,9,0
12.8,3.3,40.9,46.3,22,10.2,20.8,69.5,33.2,36.7,5.1,36.4,36.7,11.6,8,0
12.8,3.4,41.7,42.6,12,11.9,18.8,63.3,36.3,31.5,7.1,32.8,29.6,14.8,21,0
11.1,3.5,41.1,41.1,17,9.9,17.6,59.9,36,35,6.1,30.1,29,15.4,12,0
14.9,3.5,47.6,43.9,16,9.4,18.7,70.7,35.2,32.6,6.4,36.9,38.6,13.1,15,0
13.8,3.2,43.5,41.9,15,11.8,21,76.5,41.5,37.5,7.9,33,34.2,15.3,12,0
14,3.2,43.5,41.2,13,9.8,17.6,68.4,35.1,34.1,5.9,35.3,30.3,12.6,21,0
13.8,2.7,44.7,40.9,12,9.9,16.7,61.6,35.3,27.8,6.8,28.7,33.3,13.6,20,0
12.6,3.4,42.4,40.5,17,9.8,13.9,63.7,36.1,34.6,7.5,30.7,36.7,14.1,14,0
12.2,2.3,44.1,44.4,17,7.9,18.5,65.7,32.2,35.7,6.7,39.7,31.5,15.4,10,0
12,2.2,41.5,43,19,6.6,17,59.7,28.3,33.7,6.3,34.3,30.4,12.3,13,0
11,2.9,41.5,44.3,9,12.1,19.1,71.4,36.6,32.1,4.7,35.8,34.8,11.1,25,0
11,3.6,41,38.7,14,6.9,19.4,60.6,33.1,39.4,7.3,31.4,32.9,14,17,0
14.3,2.3,47.4,45.5,17,8.1,20.4,65.7,32,29.5,6.5,29.7,34.6,13.9,14,0
13.9,4.2,45.6,41.7,12,10.3,18.5,70.4,35.7,30.2,6.9,34.5,32.6,14.2,20,0
13.1,2.4,43.1,43.9,15,9.5,21.4,69.5,36.2,34,6.8,35.6,30.3,16.2,15,0
12.5,2.8,45.9,46.3,23,7.3,17.3,60.8,28.1,34.1,7.5,33.7,36.6,15.8,6,0
10.8,3.7,42,44,19,10.6,16.7,66.5,34.3,38,6.7,28.2,33.9,13.2,13,0
14.5,7.2,47,40,14,8.4,15.2,71.9,36.3,34.9,6.2,36.3,35,12.6,20,0
15.8,3.1,47.3,42.8,6,10.6,16,74.8,36.7,29.5,5.6,34.4,35.9,11.6,27,0
12.6,3.5,40.6,44.4,26,8.9,19.2,58,30.3,35.9,8.3,31.5,36.5,15.6,5,0
12.8,3.4,44.6,41.4,11,10.2,19.3,71.8,37.1,32.4,6.6,38.1,33.5,13.8,26,0
15,2.9,44.1,46.3,20,10.6,19.3,72,36.5,36.2,9.2,34.3,36.1,17.7,9,0
11,1.7,42.7,42,10,12.5,15.1,66.4,37.6,29.3,6,32.9,35,12.3,22,0
15.2,6.9,46.7,38.5,3,10.9,15.4,74.1,34.6,36.4,5.3,34.9,31.5,10.5,34,0
13.5,2.4,43.5,47.8,15,9.5,19,72.2,32.9,34.1,5.6,35.8,37.4,13.8,18,0
15.4,4.2,46.9,43.5,8,9.2,17.7,75,34.8,34,5.7,39.7,34,12.5,24,0
12.8,4.3,43.8,41.3,15,10,18.4,68.8,36.6,33.7,7.2,35.3,34,13.7,19,0
12.6,3.4,43.7,44.1,12,9.7,18.4,68.2,34.2,31.8,6.7,34.6,35.6,15,21,0
13.6,2.4,46.4,45.3,14,9.7,19,71.7,33.6,31.7,6.9,35,37.2,15.1,19,0
13,2.4,41.3,50.5,27,10.1,19.4,62.7,31.8,34.3,7.7,28.6,36.3,15.4,4,0
12.3,3.7,43.4,41.6,14,11.6,19.4,72.6,36.1,33.4,5.8,32.8,34.8,12.5,20,0
11.7,2.2,43.2,41,18,8.9,17.9,61.1,34,32.3,6.4,33,31.4,13.4,14,0
11.6,3.7,39.6,43.5,24,9,19.7,58.5,33.8,37,6.9,30.6,34.9,15.2,6,0
9.9,4.3,41,40.4,18,9.2,17.8,60.5,35,35,7.8,32.6,33.1,16.9,14,0
14,3.2,43.2,44.5,17,10,20.9,76.4,35.8,38.5,7,36,35.3,14.7,13,0
11.1,3,43.8,42.3,23,6.3,21.1,59.5,30.3,32.4,7.9,35.7,33.6,17.1,8,0
13.3,1.7,43.7,47.3,24,8.3,16.6,64.2,32.5,34.2,7.8,33.3,33.8,14.7,6,0
12.8,2.2,45.4,42.5,17,8.8,16.7,69.5,32.6,34.4,7.2,36.8,32.9,13.4,19,0
8.2,4.2,36.7,44.1,31,12.3,18.3,51.5,35.8,33.7,10.3,27,36.9,18.1,1,0
12.9,3.7,41,46.9,18,12.2,17.1,71.3,35.5,38.6,6.1,34.5,39.2,12.4,10,0
12.3,3.4,42.3,42.5,16,9.1,16.6,64.6,33.8,33.3,5.6,33.7,33.1,12.7,15,0
11.1,4.9,45,41.9,14,9.5,18.5,67.5,36.3,30.7,7.4,38.4,35.7,14.8,17,0
13.4,3.7,44.7,41.1,9,11.5,19.2,76.9,39.3,34.2,7.1,35.4,33.4,16.1,24,0
13.2,2,41.6,44.7,21,6.8,17.7,62.2,30.4,35.4,7.4,36.5,33.9,15.3,11,0
13.5,3,44.7,41.9,14,8.2,17.4,73.1,33.1,35.6,6.7,39.4,32.3,13.8,18,0
11.4,3.5,41.9,41.3,16,9.9,15.9,60.5,35,31.9,7.4,34.4,34.8,14.2,15,0
11.4,4.3,43.2,42.1,11,11,16.7,65.6,36.3,33.5,5.7,30.1,31.3,12.7,22,0
15.4,4,41.7,41.5,20,9.9,18.7,68.1,37.1,38.2,6.5,35.7,37.6,15.3,12,0
